Patent_Number,Title,Date,CPC,Abstract
"9,200,591",Automatic identification of operating parameters for power plants,"December 1, 2015",F02K 1/00 (20130101); F01K 13/02 (20130101); G06Q 10/06 (20130101); G06K 9/6223 (20130101); G05B 23/0294 (20130101); G05B 13/041 (20130101); G05B 23/0272 (20130101); Y02P 90/82 (20151101),A method for obtaining operating parameters of a power plant includes data mining a historical operating condition database for the power plant with a partitional clustering algorithm to generate a statistical model and calculating dynamic operating condition target values from the statistical model taking into account current operating condition data of the power plant. The method further includes performing a real-time energy-loss analysis based on the dynamic operating condition target values and automatically identifying at least one operating parameter of the power plant from the energy-loss analysis. The partitional clustering algorithm can be a k-means clustering algorithm.
"9,111,228",System and method for combining segmentation data,"August 18, 2015", G06N 7/005 (20130101); G06N 3/088 (20130101),"Systems and methods are provided for combining multiple segmentations into a single unique segmentation that contains attributes of the original segmentations. This new segmentation forms an ensemble or combination segmentation that has a unique set of attributes from the original segmentations without enumerating every possible set of combinations. In one example, two or more segments are combined into a single segmentation using a technique such as k-means clustering or Self-Organizing Map Neural Networks. After the first combination phase is performed, a Bayesian technique is then applied in a second phase to adjust or further alter the ensemble combination of segments."
"9,110,501",Method and apparatus for detecting talking segments in a video sequence using visual cues,"August 18, 2015",G06F 3/011 (20130101); G06K 9/4642 (20130101); G06K 9/00335 (20130101); G06K 2009/4666 (20130101),"A method and system for detecting temporal segments of talking faces in a video sequence using visual cues. The system detects talking segments by classifying talking and non-talking segments in a sequence of image frames using visual cues. The present disclosure detects temporal segments of talking faces in video sequences by first localizing face, eyes, and hence, a mouth region. Then, the localized mouth regions across the video frames are encoded in terms of integrated gradient histogram (IGH) of visual features and quantified using evaluated entropy of the IGH. The time series data of entropy values from each frame is further clustered using online temporal segmentation (K-Means clustering) algorithm to distinguish talking mouth patterns from other mouth movements. Such segmented time series data is then used to enhance the emotion recognition system."
"8,965,127",Method for segmenting text words in document images,"February 24, 2015",G06K 9/348 (20130101); G06K 9/6223 (20130101); G06K 2209/01 (20130101),"A word segmentation method for processing a document image applies clustering analysis to the spacing segments of a line. The spacing segments are generated by thresholding a one-dimensional vertical projection profile of the line. Taking advantage of the bimodal distribution of spacing length distribution of text lines, a k-means clustering algorithm is used, with the number of clusters pre-set to two, to classify the spacing segments as either character spacing or word spacing. Moreover, k-means++ initialization is used to enhance performance of cluster analysis. The clustering result such as cluster centers and compactness is used to prune single-word text line, single table item, etc. The locations of the word spacing segments are then used to segment the line of text into words."
"8,855,437",Image compression and decompression using block prediction,"October 7, 2014",G06T 9/004 (20130101); G06K 9/6219 (20130101),"Compression of an image is performed based on prediction of target blocks of an image from candidate source blocks of the image. Heuristics are used for identifying the candidate source blocks, for example, source blocks are selected from within a cluster of similar blocks obtained by K-means clustering. For each target block, a region adjacent to the target block is identified and a set of candidate source blocks along with candidate source regions adjacent to the candidate source blocks are identified. The candidate source regions are ranked based on the differences between the candidate source regions and the target source region. Each candidate source block is described using its rank and residual information describing differences between the candidate source block and the target block. The candidate source block that can be described using a minimum amount of information is selected for predicting the target block."
"8,787,692",Image compression using exemplar dictionary based on hierarchical clustering ,"July 22, 2014",H04N 19/30 (20141101); G06K 9/6807 (20130101); G06K 9/6219 (20130101); H04N 19/90 (20141101),"An exemplar dictionary is built from example image blocks for determining predictor blocks for encoding and decoding images. The exemplar dictionary comprises a hierarchical organization of example image blocks. The hierarchical organization of image blocks is obtained by clustering a set of example image blocks, for example, based on k-means clustering. Performance of clustering is improved by transforming feature vectors representing the image blocks to fewer dimensions. Principal component analysis is used for determining feature vectors with fewer dimensions. The clustering performed at higher levels of the hierarchy uses fewer dimensions of feature vectors compared to lower levels of hierarchy. Performance of clustering is improved by processing only a sample of the image blocks of a cluster. The clustering performed at higher levels of the hierarchy uses lower sampling rates as compared to lower levels of hierarchy."
"8,775,428",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"July 8, 2014",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06F 16/283 (20190101); G06F 16/24578 (20190101); G06F 16/248 (20190101); G06F 16/2264 (20190101); G06F 16/2246 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic and thermal spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, an evidence tree display showing a target object linked by a pathway to a predicted property comprises a similarity value, a speculation value and a model-based rank."
"8,775,427",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"July 8, 2014",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06Q 30/0185 (20130101); G06Q 50/265 (20130101); G06F 16/3331 (20190101); G06F 16/285 (20190101); G06F 16/355 (20190101); G06F 16/2228 (20190101); G06F 16/2453 (20190101); G06F 16/245 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three-dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, one of a machine component or process failure event, an intrusion event and a fire event and residual objects may be predicted and located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages."
"8,762,379",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"June 24, 2014",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06Q 30/0185 (20130101); G06Q 50/265 (20130101); G06F 16/3331 (20190101); G06F 16/285 (20190101); G06F 16/355 (20190101); G06F 16/2228 (20190101); G06F 16/2453 (20190101); G06F 16/245 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three-dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, one of a criminal activity and a fraudulent activity event, an intrusion event and a fire event and residual objects may be predicted and located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages."
"8,713,019",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"April 29, 2014",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06Q 30/0185 (20130101); G06Q 50/265 (20130101); G06F 16/3331 (20190101); G06F 16/285 (20190101); G06F 16/355 (20190101); G06F 16/2228 (20190101); G06F 16/2453 (20190101); G06F 16/245 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method utilizes a model comprising application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three-dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods."
"8,661,374",Placement aware clock gate cloning and fanout optimization,"February 25, 2014",G06F 17/505 (20130101); G06F 17/5068 (20130101); G06F 2217/78 (20130101); G06F 2217/62 (20130101),Gating clocks has been a widely adopted technique for reducing dynamic power. The clock gating strategy employed has a huge bearing on the clock tree synthesis quality along with the impact to leakage and dynamic power. This invention is a technique for clock gate optimization to aid the clock tree synthesis. The technique enables cloning and redistribution of the fanout among the existing equivalent clock gates. The technique is placement aware and hence reduces overall clock wire length and area. The technique involves employing the k-means clustering algorithm to geographically partition the design's registers. This invention improves the clock tree synthesis quality on a complex design.
"8,660,370",Principal component analysis-based seed generation for clustering analysis,"February 25, 2014",G06K 9/6247 (20130101); G06K 9/6223 (20130101),"Clustering algorithms such as k-means clustering algorithm are used in applications that process entities with spatial and/or temporal characteristics, for example, media objects representing audio, video, or graphical data. Feature vectors representing characteristics of the entities are partitioned using clustering methods that produce results sensitive to an initial set of cluster seeds. The set of initial cluster seeds is generated using principal component analysis of either the complete feature vector set or a subset thereof. The feature vector set is divided into a desired number of initial clusters and a seed determined from each initial cluster."
"8,515,193",Image compression using exemplar dictionary based on hierarchical clustering,"August 20, 2013",H04N 19/30 (20141101); G06K 9/6807 (20130101); G06K 9/6219 (20130101); H04N 19/90 (20141101),"An exemplar dictionary is built from example image blocks for determining predictor blocks for encoding and decoding images. The exemplar dictionary comprises a hierarchical organization of example image blocks. The hierarchical organization of image blocks is obtained by clustering a set of example image blocks, for example, based on k-means clustering. Performance of clustering is improved by transforming feature vectors representing the image blocks to fewer dimensions. Principal component analysis is used for determining feature vectors with fewer dimensions. The clustering performed at higher levels of the hierarchy uses fewer dimensions of feature vectors compared to lower levels of hierarchy. Performance of clustering is improved by processing only a sample of the image blocks of a cluster. The clustering performed at higher levels of the hierarchy uses lower sampling rates as compared to lower levels of hierarchy."
"8,502,731",System and method for moving target detection,"August 6, 2013",G01S 7/2923 (20130101); G01S 13/0209 (20130101); G01S 13/90 (20130101); G01S 13/723 (20130101); G01S 13/888 (20130101); G01S 13/538 (20130101),"A system and method of detecting moving targets comprises transmitting electromagnetic waves rays from a plurality of transmitters at sequential; receiving reflected waves into a plurality of receivers after each transmission; the compilation of the reflected waves from the plurality of receivers for each transmission representing a data frame; forming a signal that monitors changes between the two sets of frames; at least one processor operating to process and compare frames; forming a difference image using a back-projection algorithm; scanning the difference image using a constant false alarm rate (CFAR) window; the CFAR window scanning the entire difference image and identifying a list of points of interest and eliminating the sidelobe artifacts present in the difference image thereby creating CFAR images; processing the CFAR images using morphological processing to create a morphological image; determining the number of clusters present in the morphological image; using K-means clustering to indicate the centroid of each cluster; and tracking using a Kalman filter. The system comprises a plurality of M transmitters, a plurality of receivers, and at least one memory, the transmitters operating in sequence to transmit electromagnetic waves rays sequentially; the receivers receiving reflected waves after each transmission; the compilation of the reflected waves from the plurality of receivers for each transmission representing a data frame; at least one processor operating to perform the method."
"8,478,057",Image compression and decompression using block prediction,"July 2, 2013",G06T 9/004 (20130101); G06K 9/6219 (20130101),"Compression of an image is performed based on prediction of target blocks of an image from candidate source blocks of the image. Heuristics are used for identifying the candidate source blocks, for example, source blocks are selected from within a cluster of similar blocks obtained by K-means clustering. For each target block, a region adjacent to the target block is identified and a set of candidate source blocks along with candidate source regions adjacent to the candidate source blocks are identified. The candidate source regions are ranked based on the differences between the candidate source regions and the target source region. Each candidate source block is described using its rank and residual information describing differences between the candidate source block and the target block. The candidate source block that can be described using a minimum amount of information is selected for predicting the target block."
"8,396,870",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"March 12, 2013",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06F 16/283 (20190101); G06F 16/24578 (20190101); G06F 16/248 (20190101); G06F 16/2264 (20190101); G06F 16/2246 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, a fire event and residual objects may be located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages."
"8,392,418",Method and apparatus for predicting object properties and events using similarity-based information retrieval and model,"March 5, 2013",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06Q 30/0185 (20130101); G06Q 50/265 (20130101); G06F 16/3331 (20190101); G06F 16/285 (20190101); G06F 16/355 (20190101); G06F 16/2228 (20190101); G06F 16/2453 (20190101); G06F 16/245 (20190101),"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, one of a process failure event, an intrusion event and a fire event and residual objects may be predicted and located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages."
"8,385,662",Principal component analysis based seed generation for clustering analysis,"February 26, 2013",G06K 9/6247 (20130101); G06K 9/6223 (20130101),"Clustering algorithms such as k-means clustering algorithm are used in applications that process entities with spatial and/or temporal characteristics, for example, media objects representing audio, video, or graphical data. Feature vectors representing characteristics of the entities are partitioned using clustering methods that produce results sensitive to an initial set of cluster seeds. The set of initial cluster seeds is generated using principal component analysis of either the complete feature vector set or a subset thereof. The feature vector set is divided into a desired number of initial clusters and a seed determined from each initial cluster."
"8,375,032",Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"February 12, 2013",G06K 9/6224 (20130101); G06K 9/6253 (20130101); G06Q 30/0185 (20130101); G06Q 50/265 (20130101); G06F 16/3331 (20190101); G06F 16/285 (20190101); G06F 16/355 (20190101); G06F 16/2228 (20190101); G06F 16/2453 (20190101); G06F 16/245 (20190101),"Method and apparatus for predicting properties of a target object, in particular, one of an origin and a source, comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three-dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, a fire event and residual objects may be located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages."
"8,345,975",Automatic exposure estimation for HDR images based on image statistics,"January 1, 2013",G06K 9/6223 (20130101); G06K 9/6226 (20130101); H04N 1/40062 (20130101); G06T 5/009 (20130101); G06T 5/40 (20130101); H04N 1/4074 (20130101); G06T 2207/20208 (20130101),"A method of segmenting regions of an image wherein a number of partitions are determined based on a range of an image histogram in a logarithmic luminance domain. Regions are defined by the partitions. A mean value of each region is calculated by K-means clustering wherein the clustering is initialized, data is assigned, and centroids are updated. Anchor points are determined based on the centroids and a weight of each pixel is computed based on the anchor points."
"8,290,223",Method for segmenting digital medical image,"October 16, 2012",G06K 9/4671 (20130101); G06K 9/469 (20130101); G06T 7/143 (20170101); G06T 7/11 (20170101); G06T 2207/30068 (20130101); G06T 2207/10116 (20130101),"A Markov Random Field (MRF)-based technique is described for performing clustering of images characterized by poor or limited data. The proposed method is a statistical classification model that labels the image pixels based on the description of their statistical and contextual information. Apart from evaluating the pixel statistics that originate from the definition of the K-means clustering scheme, the model expands the analysis by the description of the spatial dependence between pixels and their labels (context), hence leading to the reduction of the inhomogeneity of the segmentation output with respect to the result of pure K-means clustering."
"8,195,038",Brief and high-interest video summary generation,"June 5, 2012",G11B 27/034 (20130101); G11B 27/322 (20130101); G11B 27/34 (20130101); H04N 5/147 (20130101); G06F 16/739 (20190101); G06K 9/00718 (20130101); G06K 9/00751 (20130101); G06K 9/00765 (20130101); H04N 21/8549 (20130101),"A video is summarized by determining if a video contains one or more junk frames, modifying one or more boundaries of shots of the video based at least in part on the determination of if the video contains one or more junk frames, sampling a plurality of the shots of the video into a plurality of subshots, clustering the plurality of subshots with a multiple step k-means clustering, and creating a video summary based at least in part on the clustered plurality of subshots. The video is segmented into a plurality of shots and a keyframe from each of the plurality of shots is extracted. A video summary is created based on a determined importance of the subshots in a clustered plurality of subshots and a time budget. The created video summary is rendered by displaying playback rate information for the rendered video summary, displaying a currently playing subshot marker with the rendered video summary, and displaying an indication of similar content in the rendered video summary."
"8,190,539",Evolutionary facial feature selection,"May 29, 2012",G06K 9/00268 (20130101); G06N 3/126 (20130101); G06K 9/6229 (20130101),"An evolutionary feature selection system and method that determines a feature space for a dataset. A system is disclosed that includes: a system for generating a plurality of chromosomes; an agglomerative K-means clustering system for clustering data into clusters, wherein each of the cluster spaces is associated with a different one of the chromosomes; a linear discriminant analysis system for scoring each of the cluster spaces; and an evolutionary mating system that genetically mutates and mates at least two of the chromosomes associated with the highest scoring cluster spaces, and generates a final chromosome. The final chromosome can thereafter be used to define a feature space in a matching system that attempts to match inputted biometric data with entries in a biometric dataset."
"8,005,767",System and method of classifying events,"August 23, 2011",G06K 9/6262 (20130101); G06K 9/6221 (20130101),"The present invention enables identification of events such as target. From training target event data, the present a very large number of clusters are formed for each class based on Euclidean distance using a repetitive k-means clustering process. Features from each cluster are identified by extracting out their dominant eigenvectors. Once all of the dominant eigenvectors have been identified, they define the relevant space of the cluster. New target event data is compared to each cluster by projecting it onto the relevant and noise spaces. The more the data lies within the relevant space and the less it lies within the noise space the more similar the data is to a cluster. The new target event data is then classified based on the training target event data."
"7,991,561",Ct determination by cluster analysis with variable cluster endpoint,"August 2, 2011",G06F 17/10 (20130101); G06K 9/0053 (20130101); C12Q 1/6851 (20130101),"Systems and methods for determining the cycle threshold (Ct) value in a kinetic PCR amplification curve. The PCR data set may be visualized in a two-dimensional plot of fluorescence intensity (y-axis) vs. cycle number (x-axis). The data set is transformed to produce a partition table of data points with one column including the fluorescence at cycle (n) and a second column including the fluorescence at cycle (n+i), where i is typically 1 or greater. A cluster analysis process is applied to the partition table data set to determine a plurality of clusters in the partition table data set. In one aspect, the clustering process used includes a k-means clustering algorithm, where the number of identified clusters, k, is greater than or equal to three. In another aspect, a Partitioning Around Medoids (PAM) algorithm is used to identify three or more clusters. Using the identified clusters, a linear slope of each of the clusters is determined based on y(n+1) vs. n, and for each cluster, a ratio of the slope of that cluster with the slope of an adjacent cluster is determined. The ratios are then compared. An end point of a cluster having the largest or smallest ratio represents a specific point of interest in the data curve. The data point representing the elbow or Ct value of the PCR curve is identified as an end point of one of the identified clusters, and the cycle number corresponding to this data point is returned or displayed."
"7,991,558",Systems and methods for determining real-time PCR cycle thresholds using cluster analysis,"August 2, 2011",G06K 9/0053 (20130101); G06F 17/10 (20130101); C12Q 1/686 (20130101),"Systems and methods for determining the elbow or Ct value in a real-time, or kinetic, PCR amplification curve data set. The PCR data set may be visualized in a two-dimensional plot of fluorescence intensity (y-axis) vs. cycle number (x-axis). The data set is transformed to produce a partition table of data points with one column including the fluorescence at cycle (n) and a second column including the fluorescence at cycle (n+i), where i is typically 1 or greater. A cluster analysis process is applied to the partition table data set to determine a plurality of clusters in the partition table data set. In one aspect, the clustering process used includes a k-means clustering algorithm, where k.gtoreq.3. The data point representing the elbow or Ct value of the PCR curve is identified as an end point of one of the identified clusters, and the cycle number corresponding to this data point is returned or displayed."
"7,792,770",Method to indentify anomalous data using cascaded K-Means clustering and an ID3 decision tree,"September 7, 2010",G06N 20/00 (20190101); G06K 9/6284 (20130101),"The invention is a computer implemented technique for id entifying anomalous data in a data set. The method uses cascaded k-Means clustering and the ID3 decision tree learning methods to characterize a training data set having data points with known characterization. The k-Means clustering method first partitions the training instances into k clusters using Euclidean distance similarity. On each training cluster, representing a density region of normal or anomaly instances, the invention builds an ID3 decision tree. The decision tree on each cluster refines the decision boundaries by learning the sub-groups within the cluster. A test data point is then subjected to the clustering and decision trees constructed form the training instances. To obtain a final decision on classification, the decisions of the k-Means and ID3 methods are combined using rules: (1) the Nearest-neighbor rule, and (2) the Nearest-consensus rule."
"7,590,642",Enhanced K-means clustering,"September 15, 2009",G06K 9/6223 (20130101); G06F 16/287 (20190101); G06F 2216/03 (20130101); Y10S 707/99932 (20130101); Y10S 707/99942 (20130101); Y10S 707/99943 (20130101),"A database management provides the capability to perform cluster analysis and provides improved performance in model building and data mining, good integration with the various databases throughout the enterprise, and flexible specification and adjustment of the models being built, but which provides data mining functionality that is accessible to users having limited data mining expertise and which provides reductions in development times and costs for data mining projects. The database management system for in-database clustering comprises a first data table and a second data table, each data table including a plurality of rows of data, means for building an enhanced K-means clustering model using the first data table, and means for applying the enhanced K-means clustering model using the second data table to generate apply output data."
"7,454,341","Method, apparatus, and system for building a compact model for large vocabulary continuous speech recognition (LVCSR) system","November 18, 2008",G06K 9/6223 (20130101); G10L 15/063 (20130101); G10L 2015/0631 (20130101),"According to one aspect of the invention, a method is provided in which a mean vector set and a variance vector set of a set of N Gaussians are divided into multiple mean sub-vector sets and variance sub-vector sets, respectively. Each mean sub-vector set contains a subset of the dimensions of the corresponding mean vector set and each variance sub-vector set contains a subset of the dimensions of the corresponding variance vector set. Each resultant sub-vector set is clustered to build a codebook for the respective sub-vector set using a modified K-means clustering process which dynamically merges and splits clusters based upon the size and average distortion of each cluster during each iteration in the modified K-means clustering process."
"7,418,386","Method, apparatus and system for building a compact language model for large vocabulary continuous speech recognition (LVCSR) system","August 26, 2008",G10L 15/197 (20130101); G10L 15/06 (20130101),"According to one aspect of the invention, a method is provided in which a set of probabilistic attributes in an N-gram language model is classified into a plurality of classes. Each resultant class is clustered into a plurality of segments to build a code-book for the respective class using a modified K-means clustering process which dynamically adjusts the size and centroid of each segment during each iteration in the modified K-means clustering process. A probabilistic attribute in each class is then represented by the centroid of the corresponding segment to which the respective probabilistic attribute belongs."
"7,386,523",K-means clustering using t-test computation,"June 10, 2008",G06K 9/6222 (20130101),"A method, apparatus, and system are provided for k-means clustering using t-test computation. According to one embodiment, k-means clustering is performed on a dataset. In performing k-means clustering, the dataset having various points is partitioned into several clusters. The closeness of a given point to a given cluster is determined. Then, t-test computation is performed to determine statistical linear relationship between the point and the cluster. If the point is found to be close to the cluster and a statistical linear relationship is found between the point and the cluster, the current position of the point is maintained."
"7,359,913",K-means clustering using structured query language (SQL) statements and sufficient statistics,"April 15, 2008",G06F 16/285 (20190101); Y10S 707/99943 (20130101); Y10S 707/99934 (20130101),"A database includes a storage to store a data set and a controller to use one or more SQL (Structured Query Language) statements to perform computations associated with a clustering algorithm e.g., a K-means clustering algorithm)."
"7,349,477",Audio-assisted video segmentation and summarization ,"March 25, 2008",G06K 9/00765 (20130101); G06F 16/739 (20190101); G11B 27/28 (20130101),"A method segments a compressed video by extracting audio and visual features from the compressed video. The audio features are clustered according to K-means clustering in a set of classes, and the compressed video is then partitioned into first segments according to the set of classes. The visual features are then used to partitioning each first segment into second segments using motion analysis. Summaries of the second segments can be provided to assist in the browsing of the compressed video."
"7,317,836",Pose estimation based on critical point analysis,"January 8, 2008",G06K 9/00362 (20130101); G06T 7/75 (20170101); G06K 9/00375 (20130101); G06T 2207/30196 (20130101),"Methods and systems for estimating a pose of a subject. The subject can be a human, an animal, a robot, or the like. A camera receives depth information associated with a subject, a pose estimation module to determine a pose or action of the subject from images, and an interaction module to output a response to the perceived pose or action. The pose estimation module separates portions of the image containing the subject into classified and unclassified portions. The portions can be segmented using k-means clustering. The classified portions can be known objects, such as a head and a torso, that are tracked across the images. The unclassified portions are swept across an x and y axis to identify local minimums and local maximums. The critical points are derived from the local minimums and local maximums. Potential joint sections are identified by connecting various critical points, and the joint sections having sufficient probability of corresponding to an object on the subject are selected."
"6,952,700",Feature weighting in .kappa.-means clustering,"October 4, 2005",G06K 9/6223 (20130101); G06K 9/6228 (20130101); Y10S 707/99942 (20130101); Y10S 707/957 (20130101),"A method and system is provided for integrating multiple feature spaces in a k-means clustering algorithm when analyzing data records having multiple, heterogeneous feature spaces. The method assigns different relative weights to these various features spaces. Optimal feature weights are also determined that lead to a clustering that simultaneously minimizes the average intra-cluster dispersion and maximizes the average inter-cluster dispersion along all the feature spaces. Examples are provided that empirically demonstrate the effectiveness of feature weighting in clustering using two different feature domains."
"6,944,607",Aggregated clustering method and system,"September 13, 2005",G06K 9/6223 (20130101); Y10S 707/99932 (20130101); Y10S 707/99945 (20130101); Y10S 707/915 (20130101); Y10S 707/968 (20130101),"An aggregated data clustering method and system. First, the data points to be clustered and a size parameter are received. The size parameter specifies the number of data points to be moved at one time in the clustering algorithm. Next, the data points are clustered by using an aggregated clustering algorithm (e.g., aggregated local K-Means clustering algorithm) and the size parameter to generate clustered results. Then, a determination is made whether of not the clustered results are satisfactory. If the clustered results are satisfactory, the clustering is stopped. Otherwise, a modified or refined parameter size is received. Then, clustering is performed on the clustered results generated previously by using the aggregated clustering algorithm and the revised or refined parameter size. The steps of determining, modifying the parameter size, and aggregated clustering are repeated until satisfactory clustering results are achieved."
"6,801,917",Method and apparatus for partitioning a plurality of items into groups of similar items in a recommender of such items,"October 5, 2004",G06K 9/6218 (20130101); H04N 7/163 (20130101); H04N 21/252 (20130101); H04N 21/4532 (20130101); H04N 21/466 (20130101); H04N 21/4662 (20130101); H04N 21/4668 (20130101); H04N 21/454 (20130101); Y10S 707/99943 (20130101); Y10S 707/99931 (20130101),"A method and apparatus are disclosed for recommending items of interest to a user, such as television program recommendations, before a viewing history or purchase history of the user is available. A third party viewing or purchase history is processed to generate stereotype profiles that reflect the typical patterns of items selected by representative viewers. A user can select the most relevant stereotype(s) from the generated stereotype profiles and thereby initialize his or her profile with the items that are closest to his or her own interests. A clustering routine partitions the third party viewing or purchase history (the data set) into clusters using a k-means clustering algorithm, such that points (e.g., television programs) in one cluster are closer to the mean of that cluster than any other cluster. The value of k is incremented until (i) further incrementing of k does not yield any improvement in the classification accuracy, (ii) a predefined performance threshold is reached, or (iii) an empty cluster is detected."
"6,686,951",Crop row segmentation by K-means clustering for a vision guidance system,"February 3, 2004",A01B 69/008 (20130101); G05D 1/0246 (20130101); G06K 9/00664 (20130101); G06K 9/00697 (20130101); G06K 9/4609 (20130101); G06K 9/6223 (20130101); G06T 7/11 (20170101); G06T 7/143 (20170101); G05D 2201/0201 (20130101); G06T 2207/10016 (20130101); G06T 2207/10048 (20130101); G06T 2207/30252 (20130101),"An automatic vision guidance system for an agricultural vehicle is disclosed and described. The vision guidance system uses a K-means clustering algorithm in image processing to distinguish between crop and non-crop features. The vision guidance system utilizes moment algorithms to determine the location and orientation of crop rows, from which desired wheel angles are determined and steering is commanded. The vision guidance system may adjust the location and orientation of visually determined crop rows according to a predetermined distance between crop rows. Further, the vision guidance system may utilize a redundant number of regions of interest in determining crop row locations and orientations."
